"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"274","MUN",2,2,11,5,4,0,0,28,5,474,2,13,4,0,0.56,"20181201","SOU",2,"SOUvMUN20181201","away",0,1,0.181818181818182,0.4,0,237,3.25,Inf,0,14,"MUN-14","SOU-14",22,-1,22,7,18,11,0,0,11,1,0,3,16,1,6
"275","CHE",2,2,16,9,4,0,0,19,4,664,0,8,2,0,0.64,"20181202","FUL",0,"CHEvFUL20181202","home",1,3,0.125,0.222222222222222,0,332,4,Inf,2,14,"CHE-14","FUL-14",31,19,30,3,20,17,0,0,5.66666666666667,0,1,3,3,9,14
"276","FUL",0,0,9,4,7,0,0,26,6,304,1,17,1,0,0.36,"20181202","CHE",2,"CHEvFUL20181202","away",0,0,0,0,0,Inf,17,Inf,-2,14,"FUL-14","CHE-14",8,-21,14,20,3,-17,0,1,-Inf,3,0,0,18,2,18
"277","ARS",4,3,22,7,4,1,1,27,8,430,5,15,3,0,0.59,"20181202","TOT",2,"ARSvTOT20181202","home",1,3,0.181818181818182,0.571428571428571,1,107.5,5,Inf,2,14,"ARS-14","TOT-14",30,14,32,4,5,1,1,1,0.333333333333333,3,1,1,8,11,3
"278","TOT",2,1,11,6,2,1,1,14,5,258,2,17,3,1,0.41,"20181202","ARS",4,"ARSvTOT20181202","away",0,0,0.181818181818182,0.333333333333333,1,129,5.66666666666667,17,-2,14,"TOT-14","ARS-14",30,10,25,5,4,-1,1,1,-Inf,3,3,3,4,16,11
"279","LIV",1,0,16,4,3,0,0,28,8,452,1,12,3,0,0.57,"20181202","EVE",0,"LIVvEVE20181202","home",1,3,0.0625,0.25,1,452,4,Inf,1,14,"LIV-14","EVE-14",36,22,27,2,6,4,0,1,1.33333333333333,3,3,1,9,20,5
"280","EVE",0,0,9,3,3,0,0,15,1,310,3,7,2,0,0.43,"20181202","LIV",1,"LIVvEVE20181202","away",0,0,0,0,0,Inf,3.5,Inf,-1,14,"EVE-14","LIV-14",22,4,20,6,2,-4,0,1,-Inf,3,1,3,19,3,12
"281","WHU",3,3,17,11,3,0,0,27,10,379,2,10,1,0,0.58,"20181204","yCC",1,"WHUvyCC20181204","home",1,3,0.176470588235294,0.272727272727273,0,126.333333333333,10,Inf,2,15,"WHU-15","yCC-15",18,-3,20,13,16,3,1,0,1,3,0,1,15,1,19
"282","yCC",1,0,8,4,8,0,1,15,4,220,5,10,2,0,0.42,"20181204","WHU",3,"WHUvyCC20181204","away",0,0,0.125,0.25,1,220,5,Inf,-2,15,"yCC-15","WHU-15",11,-16,14,16,13,-3,1,0,-Inf,3,0,3,12,6,12
"283","BHA",3,0,9,3,4,1,1,13,4,218,0,14,2,1,0.38,"20181204","CRY",1,"BHAvCRY20181204","home",1,3,0.333333333333333,1,3,72.6666666666667,7,14,2,15,"BHA-15","CRY-15",21,-2,19,10,15,5,0,0,1.66666666666667,3,1,0,17,10,18
"284","CRY",1,0,18,5,0,1,1,29,5,537,0,12,3,0,0.62,"20181204","BHA",3,"BHAvCRY20181204","away",0,0,0.0555555555555556,0.2,1,537,4,Inf,-2,15,"CRY-15","BHA-15",12,-9,11,15,10,-5,0,0,-Inf,3,1,0,19,7,4
"285","BOU",2,2,6,2,5,0,0,13,4,240,3,14,4,0,0.39,"20181204","HUD",1,"BOUvHUD20181204","home",1,3,0.333333333333333,1,0,120,3.5,Inf,1,15,"BOU-15","HUD-15",23,3,25,7,17,10,0,0,3.33333333333333,0,0,0,1,5,14
"286","HUD",1,1,23,6,0,0,0,51,8,540,0,11,2,0,0.61,"20181204","BOU",2,"BOUvHUD20181204","away",0,0,0.0434782608695652,0.166666666666667,0,540,5.5,Inf,-1,15,"HUD-15","BOU-15",10,-16,10,17,7,-10,0,0,-Inf,0,3,1,11,11,13
"287","WAT",1,0,11,7,5,0,0,13,3,230,4,4,0,0,0.33,"20181204","MCI",2,"WATvMCI20181204","home",0,0,0.0909090909090909,0.142857142857143,1,230,Inf,Inf,-1,15,"WAT-15","MCI-15",20,-3,18,11,1,-10,0,1,-Inf,0,0,1,8,2,17
"288","MCI",2,2,15,7,5,0,0,34,11,657,7,8,1,0,0.67,"20181204","WAT",1,"WATvMCI20181204","away",1,3,0.133333333333333,0.285714285714286,0,328.5,8,Inf,1,15,"MCI-15","WAT-15",41,38,45,1,11,10,0,0,3.33333333333333,3,3,3,9,14,8
"289","EVE",1,0,19,3,4,0,0,60,14,588,0,7,0,0,0.68,"20181205","NEW",1,"EVEvNEW20181205","home",0,1,0.0526315789473684,0.333333333333333,1,588,Inf,Inf,0,15,"EVE-15","NEW-15",23,4,21,6,14,8,0,0,8,0,3,1,2,19,3
"290","NEW",1,1,8,5,2,0,0,12,2,148,2,18,5,0,0.32,"20181205","EVE",1,"EVEvNEW20181205","away",0,1,0.125,0.2,0,148,3.6,Inf,0,15,"NEW-15","EVE-15",13,-8,12,14,6,-8,0,1,-8,0,3,3,13,17,6
"291","FUL",1,1,25,7,4,0,0,27,10,232,2,12,0,0,0.44,"20181205","LEI",1,"FULvLEI20181205","home",0,1,0.04,0.142857142857143,0,232,Inf,Inf,0,15,"FUL-15","LEI-15",9,-21,15,20,9,-11,0,0,-11,0,3,0,3,18,2
"292","LEI",1,1,13,5,6,0,0,24,8,293,2,7,0,0,0.56,"20181205","FUL",1,"FULvLEI20181205","away",0,1,0.0769230769230769,0.2,0,293,Inf,Inf,0,15,"LEI-15","FUL-15",22,3,21,9,20,11,0,0,11,3,1,1,10,12,15
"293","WLV",2,2,6,2,2,0,0,17,1,229,2,18,4,0,0.35,"20181205","CHE",1,"WLVvCHE20181205","home",1,3,0.333333333333333,1,0,114.5,4.5,Inf,1,15,"WLV-15","CHE-15",19,-3,15,12,4,-8,0,1,-2.66666666666667,0,0,1,16,15,5
"294","CHE",1,1,17,3,0,0,0,23,5,626,0,10,4,0,0.65,"20181205","WLV",2,"WLVvCHE20181205","away",0,0,0.0588235294117647,0.333333333333333,0,626,2.5,Inf,-1,15,"CHE-15","WLV-15",31,18,31,4,12,8,0,0,Inf,3,0,1,20,3,9
"295","BUR",1,0,10,6,8,0,0,21,5,174,6,10,1,0,0.33,"20181205","LIV",3,"BURvLIV20181205","home",0,0,0.1,0.166666666666667,1,174,10,Inf,-2,15,"BUR-15","LIV-15",9,-18,14,19,2,-17,0,1,-Inf,0,0,1,14,13,10
"296","LIV",3,3,18,12,5,0,0,28,9,603,3,3,0,0,0.67,"20181205","BUR",1,"BURvLIV20181205","away",1,3,0.166666666666667,0.25,0,201,Inf,Inf,2,15,"LIV-15","BUR-15",39,24,30,2,19,17,0,0,5.66666666666667,3,3,3,6,9,20
"297","MUN",2,1,10,7,3,0,0,17,4,382,2,13,3,0,0.45,"20181205","ARS",2,"MUNvARS20181205","home",0,1,0.2,0.285714285714286,1,191,4.33333333333333,Inf,0,15,"MUN-15","ARS-15",23,-1,24,8,5,-3,1,1,-3,1,1,0,18,16,1
"298","ARS",2,1,9,4,5,0,0,26,4,484,3,10,3,0,0.55,"20181205","MUN",2,"MUNvARS20181205","away",0,1,0.222222222222222,0.5,1,242,3.33333333333333,Inf,0,15,"ARS-15","MUN-15",31,14,34,5,8,3,1,0,3,3,3,1,5,8,11
"299","TOT",3,2,13,8,4,0,0,20,8,448,4,7,0,0,0.51,"20181205","SOU",1,"TOTvSOU20181205","home",1,3,0.230769230769231,0.375,1,149.333333333333,Inf,Inf,2,15,"TOT-15","SOU-15",33,12,28,3,18,15,0,0,5,0,3,3,4,4,16
"300","SOU",1,1,18,5,5,0,0,29,6,402,2,5,0,0,0.49,"20181205","TOT",3,"TOTvSOU20181205","away",0,0,0.0555555555555556,0.2,0,402,Inf,Inf,-2,15,"SOU-15","TOT-15",9,-16,13,18,3,-15,0,1,-Inf,1,0,1,7,20,7
"301","BOU",0,0,8,2,1,0,0,20,6,353,3,9,2,0,0.42,"20181208","LIV",4,"BOUvLIV20181208","home",0,0,0,0,0,Inf,4.5,Inf,-4,16,"BOU-16","LIV-16",23,-1,25,8,1,-7,0,1,-Inf,3,0,0,17,1,5
"302","LIV",4,2,10,4,2,0,0,17,6,561,2,11,1,0,0.58,"20181208","BOU",0,"BOUvLIV20181208","away",1,3,0.4,1,2,140.25,11,Inf,4,16,"LIV-16","BOU-16",42,28,34,1,8,7,0,0,2.33333333333333,3,3,3,19,6,9
"303","ARS",1,1,14,2,0,0,0,23,7,443,2,13,5,0,0.61,"20181208","HUD",0,"ARSvHUD20181208","home",1,3,0.0714285714285714,0.5,0,443,2.6,Inf,1,16,"ARS-16","HUD-16",34,15,35,5,18,13,0,0,4.33333333333333,1,3,3,8,5,8
"304","HUD",0,0,6,0,1,0,0,16,1,218,0,20,4,0,0.39,"20181208","ARS",1,"ARSvHUD20181208","away",0,0,0,NA,0,Inf,5,Inf,-1,16,"HUD-16","ARS-16",10,-17,10,18,5,-13,0,1,-Inf,0,0,3,7,11,11
"305","MUN",4,4,20,11,3,0,0,33,10,567,4,11,1,0,0.62,"20181208","FUL",1,"MUNvFUL20181208","home",1,3,0.2,0.363636363636364,0,141.75,11,Inf,3,16,"MUN-16","FUL-16",26,2,28,6,20,14,0,0,4.66666666666667,1,1,1,5,18,16
"306","FUL",1,0,10,4,7,1,1,15,3,295,3,15,1,1,0.38,"20181208","MUN",4,"MUNvFUL20181208","away",0,0,0.1,0.25,1,295,15,15,-3,16,"FUL-16","MUN-16",9,-24,16,20,6,-14,0,1,-Inf,1,0,3,9,3,18
"307","WHU",3,0,13,6,2,0,0,29,5,386,2,10,1,0,0.5,"20181208","CRY",2,"WHUvCRY20181208","home",1,3,0.230769230769231,0.5,3,128.666666666667,10,Inf,1,16,"WHU-16","CRY-16",21,-2,23,11,16,5,0,0,1.66666666666667,3,3,0,16,15,1
"308","CRY",2,2,8,4,3,0,0,23,3,399,0,8,2,0,0.5,"20181208","WHU",3,"WHUvCRY20181208","away",0,0,0.25,0.5,0,199.5,4,Inf,-1,16,"CRY-16","WHU-16",12,-10,13,16,11,-5,0,0,-Inf,0,3,1,10,19,7
"309","BUR",1,1,14,4,1,0,0,19,2,214,2,11,2,0,0.42,"20181208","BHA",0,"BURvBHA20181208","home",1,3,0.0714285714285714,0.25,0,214,5.5,Inf,1,16,"BUR-16","BHA-16",12,-17,15,17,13,-4,0,0,-1.33333333333333,0,0,0,2,14,13
"310","BHA",0,0,15,1,3,0,0,23,7,416,1,11,0,0,0.58,"20181208","BUR",1,"BURvBHA20181208","away",0,0,0,0,0,Inf,Inf,Inf,-1,16,"BHA-16","BUR-16",21,-3,19,13,17,4,0,0,Inf,3,3,1,15,17,10
"311","yCC",1,0,13,4,1,0,0,25,7,158,4,9,2,0,0.41,"20181208","SOU",0,"yCCvSOU20181208","home",1,3,0.0769230769230769,0.25,1,158,4.5,Inf,1,16,"yCC-16","SOU-16",14,-15,15,14,19,5,0,0,1.66666666666667,0,3,0,13,12,6
"312","SOU",0,0,12,1,3,0,0,23,7,376,0,10,2,0,0.59,"20181208","yCC",1,"yCCvSOU20181208","away",0,0,0,0,0,Inf,5,Inf,-1,16,"SOU-16","yCC-16",9,-17,13,19,14,-5,0,0,-Inf,0,1,0,3,7,20
"313","CHE",2,2,8,5,4,0,0,9,1,364,1,12,2,0,0.38,"20181208","MCI",0,"CHEvMCI20181208","home",1,3,0.25,0.4,0,182,6,Inf,2,16,"CHE-16","MCI-16",34,20,33,4,2,-2,1,1,-0.666666666666667,0,3,0,12,20,3
"314","MCI",0,0,14,4,3,0,0,28,13,602,2,11,0,0,0.62,"20181208","CHE",2,"CHEvMCI20181208","away",0,0,0,0,0,Inf,Inf,Inf,-2,16,"MCI-16","CHE-16",41,36,45,2,4,2,1,1,Inf,3,3,3,11,9,14
"315","LEI",0,0,10,3,0,0,0,30,6,366,3,12,3,0,0.44,"20181208","TOT",2,"LEIvTOT20181208","home",0,0,0,0,0,Inf,4,Inf,-2,16,"LEI-16","TOT-16",22,1,21,9,3,-6,0,1,-Inf,1,3,1,20,10,12
"316","TOT",2,2,7,2,3,0,0,22,5,490,1,7,1,0,0.56,"20181208","LEI",0,"LEIvTOT20181208","away",1,3,0.285714285714286,1,0,245,7,Inf,2,16,"TOT-16","LEI-16",36,14,30,3,9,6,0,0,2,3,0,3,18,4,4
"317","NEW",1,1,12,4,4,0,0,33,4,358,0,10,2,1,0.51,"20181209","WLV",2,"NEWvWLV20181209","home",0,0,0.0833333333333333,0.25,0,358,5,10,-1,16,"NEW-16","WLV-16",13,-9,13,15,10,-5,0,0,-Inf,1,0,3,6,13,17
"318","WLV",2,1,13,6,3,0,0,25,6,366,2,17,5,0,0.49,"20181209","NEW",1,"NEWvWLV20181209","away",1,3,0.153846153846154,0.333333333333333,1,183,3.4,Inf,1,16,"WLV-16","NEW-16",22,-2,17,10,15,5,0,0,1.66666666666667,3,0,0,4,16,15
"319","EVE",2,1,12,5,2,0,1,29,6,356,4,13,1,0,0.55,"20181210","WAT",2,"EVEvWAT20181210","home",0,1,0.166666666666667,0.4,1,178,13,Inf,0,16,"EVE-16","WAT-16",24,4,23,7,12,5,0,0,5,1,0,3,14,2,19
"320","WAT",2,0,15,3,3,0,0,27,6,238,4,13,1,0,0.45,"20181210","EVE",2,"EVEvWAT20181210","away",0,1,0.133333333333333,0.666666666666667,2,119,13,Inf,0,16,"WAT-16","EVE-16",21,-3,20,12,7,-5,0,0,-5,0,0,0,1,8,2
"321","MCI",3,3,13,5,1,0,0,24,6,636,3,7,1,0,0.64,"20181215","EVE",1,"MCIvEVE20181215","home",1,3,0.230769230769231,0.6,0,212,7,Inf,2,17,"MCI-17","EVE-17",44,38,48,2,8,6,0,0,2,0,3,3,4,11,9
"322","EVE",1,1,9,2,2,0,0,17,2,282,2,9,2,0,0.36,"20181215","MCI",3,"MCIvEVE20181215","away",0,0,0.111111111111111,0.5,0,282,4.5,Inf,-2,17,"EVE-17","MCI-17",24,2,24,8,2,-6,0,1,-Inf,1,1,0,12,14,2
"323","TOT",1,1,15,3,0,0,0,38,8,544,2,7,0,0,0.67,"20181215","BUR",0,"TOTvBUR20181215","home",1,3,0.0666666666666667,0.333333333333333,0,544,Inf,Inf,1,17,"TOT-17","BUR-17",39,15,31,3,18,15,0,0,5,3,3,0,9,18,4
"324","BUR",0,0,4,0,2,0,0,13,3,171,1,8,2,0,0.33,"20181215","TOT",1,"TOTvBUR20181215","away",0,0,0,NA,0,Inf,4,Inf,-1,17,"BUR-17","TOT-17",12,-18,15,18,3,-15,0,1,-Inf,3,0,0,13,2,14
"325","CRY",1,1,8,1,2,0,0,18,4,314,6,10,2,0,0.45,"20181215","LEI",0,"CRYvLEI20181215","home",1,3,0.125,1,0,314,5,Inf,1,17,"CRY-17","LEI-17",15,-9,14,15,12,-3,1,0,-1,0,0,3,11,10,19
"326","LEI",0,0,12,2,0,0,0,34,4,430,3,8,1,0,0.55,"20181215","CRY",1,"CRYvLEI20181215","away",0,0,0,0,0,Inf,8,Inf,-1,17,"LEI-17","CRY-17",22,0,21,12,15,3,1,0,Inf,0,1,3,3,20,10
"327","WAT",3,3,17,8,1,0,0,13,5,570,2,7,0,0,0.67,"20181215","yCC",2,"WATvyCC20181215","home",1,3,0.176470588235294,0.375,0,190,Inf,Inf,1,17,"WAT-17","yCC-17",24,-2,23,10,16,6,0,0,2,1,0,0,7,1,8
"328","yCC",2,1,10,3,5,0,0,17,0,179,1,5,0,0,0.33,"20181215","WAT",3,"WATvyCC20181215","away",0,0,0.2,0.666666666666667,1,89.5,Inf,Inf,-1,17,"yCC-17","WAT-17",14,-16,17,16,10,-6,0,0,-Inf,3,0,3,19,13,12
"329","WLV",2,2,9,3,3,0,0,12,5,302,4,15,1,0,0.39,"20181215","BOU",0,"WLVvBOU20181215","home",1,3,0.222222222222222,0.666666666666667,0,151,15,Inf,2,17,"WLV-17","BOU-17",25,0,19,7,11,4,0,0,1.33333333333333,3,3,0,15,4,16
"330","BOU",0,0,13,3,1,0,0,26,3,546,0,7,2,0,0.61,"20181215","WLV",2,"WLVvBOU20181215","away",0,0,0,0,0,Inf,3.5,Inf,-2,17,"BOU-17","WLV-17",23,-3,25,11,7,-4,0,0,-Inf,0,3,0,1,17,1
"331","HUD",0,0,15,5,4,0,0,54,10,539,2,5,1,0,0.67,"20181215","NEW",1,"HUDvNEW20181215","home",0,0,0,0,0,Inf,5,Inf,-1,17,"HUD-17","NEW-17",10,-18,10,19,14,-5,0,0,-Inf,0,0,0,5,7,11
"332","NEW",1,1,8,5,5,0,0,7,1,150,1,13,1,0,0.33,"20181215","HUD",0,"HUDvNEW20181215","away",1,3,0.125,0.2,0,150,13,Inf,1,17,"NEW-17","HUD-17",16,-8,14,14,19,5,0,0,1.66666666666667,0,1,0,10,6,13
"333","FUL",0,0,16,4,1,0,0,30,6,429,6,14,2,0,0.55,"20181215","WHU",2,"FULvWHU20181215","home",0,0,0,0,0,Inf,7,Inf,-2,17,"FUL-17","WHU-17",9,-26,16,20,9,-11,0,0,-Inf,0,1,0,6,9,3
"334","WHU",2,2,6,3,4,0,0,25,4,308,2,10,1,0,0.45,"20181215","FUL",0,"FULvWHU20181215","away",1,3,0.333333333333333,0.666666666666667,0,154,10,Inf,2,17,"WHU-17","FUL-17",24,0,25,9,20,11,0,0,3.66666666666667,3,3,3,16,16,15
"335","SOU",3,3,12,7,3,0,0,18,4,273,2,11,3,0,0.36,"20181216","ARS",2,"SOUvARS20181216","home",1,3,0.25,0.428571428571429,0,91,3.66666666666667,Inf,1,17,"SOU-17","ARS-17",12,-16,16,17,5,-12,0,1,-4,0,0,1,14,3,7
"336","ARS",2,2,14,5,4,0,0,22,5,600,2,10,1,0,0.64,"20181216","SOU",3,"SOUvARS20181216","away",0,0,0.142857142857143,0.4,0,300,10,Inf,-1,17,"ARS-17","SOU-17",34,14,37,5,17,12,0,0,Inf,3,1,3,18,8,5
"337","BHA",1,1,6,2,1,0,0,16,4,416,5,14,2,0,0.43,"20181216","CHE",2,"BHAvCHE20181216","home",0,0,0.166666666666667,0.5,0,416,7,Inf,-1,17,"BHA-17","CHE-17",21,-4,20,13,4,-9,0,1,-Inf,0,3,3,17,15,17
"338","CHE",2,2,10,3,1,0,0,8,1,585,4,6,2,0,0.57,"20181216","BHA",1,"BHAvCHE20181216","away",1,3,0.2,0.666666666666667,0,292.5,3,Inf,1,17,"CHE-17","BHA-17",37,21,35,4,13,9,0,0,3,3,0,3,2,12,20
"339","LIV",3,1,36,11,1,0,0,33,13,480,2,6,0,0,0.61,"20181216","MUN",1,"LIVvMUN20181216","home",1,3,0.0833333333333333,0.272727272727273,2,160,Inf,Inf,2,17,"LIV-17","MUN-17",45,30,37,1,6,5,0,1,1.66666666666667,3,3,3,8,19,6
"340","MUN",1,0,6,2,7,0,0,11,2,236,3,14,2,0,0.39,"20181216","LIV",3,"LIVvMUN20181216","away",0,0,0.166666666666667,0.5,1,236,7,Inf,-2,17,"MUN-17","LIV-17",26,0,29,6,1,-5,0,1,-Inf,3,1,1,20,5,18
"341","WLV",0,0,11,5,4,0,0,14,1,357,4,7,0,0,0.4,"20181221","LIV",2,"WLVvLIV20181221","home",0,0,0,0,0,Inf,Inf,Inf,-2,18,"WLV-18","LIV-18",25,-2,19,10,1,-9,0,1,-Inf,3,3,3,11,15,4
"342","LIV",2,2,15,6,5,0,0,18,10,623,2,3,0,0,0.6,"20181221","WLV",0,"WLVvLIV20181221","away",1,3,0.133333333333333,0.333333333333333,0,311.5,Inf,Inf,2,18,"LIV-18","WLV-18",48,32,39,1,10,9,0,0,3,3,3,3,6,8,19
"343","ARS",3,2,10,6,1,0,0,8,1,492,2,10,2,0,0.59,"20181222","BUR",1,"ARSvBUR20181222","home",1,3,0.3,0.5,1,164,5,Inf,2,18,"ARS-18","BUR-18",37,16,40,5,18,13,0,0,4.33333333333333,0,3,1,17,18,8
"344","BUR",1,1,7,2,3,0,0,16,3,277,4,14,5,0,0.41,"20181222","ARS",3,"ARSvBUR20181222","away",0,0,0.142857142857143,0.5,0,277,2.8,Inf,-2,18,"BUR-18","ARS-18",12,-20,16,18,5,-13,0,1,-Inf,0,3,0,3,13,2
"345","CHE",0,0,17,5,2,0,0,42,9,644,3,10,0,0,0.64,"20181222","LEI",1,"CHEvLEI20181222","home",0,0,0,0,0,Inf,Inf,Inf,-1,18,"CHE-18","LEI-18",37,20,35,4,9,5,0,0,Inf,3,3,0,13,2,12
"346","LEI",1,1,8,3,5,0,0,20,5,199,2,9,2,0,0.36,"20181222","CHE",0,"CHEvLEI20181222","away",1,3,0.125,0.333333333333333,0,199,4.5,Inf,1,18,"LEI-18","CHE-18",25,1,22,9,4,-5,0,1,-1.66666666666667,0,0,1,15,3,20
"347","MCI",2,2,19,5,0,0,0,62,13,690,2,7,0,0,0.71,"20181222","CRY",3,"MCIvCRY20181222","home",0,0,0.105263157894737,0.4,0,345,Inf,Inf,-1,18,"MCI-18","CRY-18",44,37,50,2,14,12,0,0,Inf,3,0,3,8,4,11
"348","CRY",3,1,5,3,3,1,1,2,0,139,1,6,4,0,0.29,"20181222","MCI",2,"MCIvCRY20181222","away",1,3,0.6,1,2,46.3333333333333,1.5,Inf,1,18,"CRY-18","MCI-18",18,-8,17,14,2,-12,0,1,-4,3,0,0,12,11,10
"349","NEW",0,0,9,0,2,0,0,42,6,418,2,9,1,0,0.52,"20181222","FUL",0,"NEWvFUL20181222","home",0,1,0,NA,0,Inf,9,Inf,0,18,"NEW-18","FUL-18",17,-8,14,15,20,5,0,0,5,3,0,1,19,10,6
"350","FUL",0,0,4,2,0,0,0,11,0,383,4,12,2,0,0.48,"20181222","NEW",0,"NEWvFUL20181222","away",0,1,0,0,0,Inf,6,Inf,0,18,"FUL-18","NEW-18",10,-26,16,20,15,-5,0,0,-5,0,0,1,9,6,9
"351","WHU",0,0,18,7,3,0,0,42,10,341,4,9,3,0,0.5,"20181222","WAT",2,"WHUvWAT20181222","home",0,0,0,0,0,Inf,3,Inf,-2,18,"WHU-18","WAT-18",24,-2,25,12,7,-5,0,0,-Inf,3,3,3,20,16,16
"352","WAT",2,1,11,5,7,1,1,18,4,307,2,11,2,0,0.5,"20181222","WHU",0,"WHUvWAT20181222","away",1,3,0.181818181818182,0.4,1,153.5,5.5,Inf,2,18,"WAT-18","WHU-18",27,0,25,7,12,5,0,0,1.66666666666667,3,1,0,16,7,1
"353","HUD",1,1,16,5,3,0,0,36,8,427,3,12,2,0,0.58,"20181222","SOU",3,"HUDvSOU20181222","home",0,0,0.0625,0.2,0,427,6,Inf,-2,18,"HUD-18","SOU-18",10,-20,11,19,16,-3,1,0,-Inf,0,0,0,14,5,7
"354","SOU",3,2,13,6,4,1,1,9,2,235,1,9,3,0,0.42,"20181222","HUD",1,"HUDvSOU20181222","away",1,3,0.230769230769231,0.5,1,78.3333333333333,3,Inf,2,18,"SOU-18","HUD-18",15,-14,19,16,19,3,1,0,1,3,0,0,5,14,3
"355","BOU",2,2,14,3,4,0,0,22,6,443,3,8,2,0,0.52,"20181222","BHA",0,"BOUvBHA20181222","home",1,3,0.142857142857143,0.666666666666667,0,221.5,4,Inf,2,18,"BOU-18","BHA-18",26,-1,27,8,13,5,0,0,1.66666666666667,0,0,3,7,1,17
"356","BHA",0,0,9,4,1,0,0,24,5,324,3,18,0,1,0.48,"20181222","BOU",2,"BOUvBHA20181222","away",0,0,0,0,0,Inf,Inf,18,-2,18,"BHA-18","BOU-18",21,-6,20,13,8,-5,0,0,-Inf,0,0,3,4,17,15
"357","yCC",1,0,9,3,4,1,1,26,4,169,3,13,2,0,0.36,"20181222","MUN",5,"yCCvMUN20181222","home",0,0,0.111111111111111,0.333333333333333,1,169,6.5,Inf,-4,18,"yCC-18","MUN-18",14,-20,18,17,6,-11,0,1,-Inf,0,3,0,10,19,13
"358","MUN",5,3,17,9,2,1,1,15,7,572,0,13,1,0,0.64,"20181222","yCC",1,"yCCvMUN20181222","away",1,3,0.294117647058824,0.555555555555556,2,114.4,13,Inf,4,18,"MUN-18","yCC-18",29,4,34,6,17,11,0,0,3.66666666666667,0,3,1,1,20,5
"359","EVE",2,2,10,3,2,0,0,22,2,342,4,13,0,0,0.44,"20181223","TOT",6,"EVEvTOT20181223","home",0,0,0.2,0.666666666666667,0,171,Inf,Inf,-4,18,"EVE-18","TOT-18",24,-2,26,11,3,-8,0,1,-Inf,0,1,1,2,12,14
"360","TOT",6,2,17,8,1,0,0,6,1,514,2,9,2,0,0.56,"20181223","EVE",2,"EVEvTOT20181223","away",1,3,0.352941176470588,0.75,4,85.6666666666667,4.5,Inf,4,18,"TOT-18","EVE-18",42,19,37,3,11,8,0,0,2.66666666666667,3,3,3,18,9,18
"361","FUL",1,0,11,5,4,0,0,13,2,213,0,9,2,0,0.33,"20181226","WLV",1,"FULvWLV20181226","home",0,1,0.0909090909090909,0.2,1,213,4.5,Inf,0,19,"FUL-19","WLV-19",11,-26,17,19,11,-8,0,0,-8,1,0,0,15,9,6
"362","WLV",1,0,14,5,3,0,0,26,0,606,2,6,1,0,0.67,"20181226","FUL",1,"FULvWLV20181226","away",0,1,0.0714285714285714,0.2,1,606,6,Inf,0,19,"WLV-19","FUL-19",26,-2,20,11,19,8,0,0,8,0,3,3,1,11,15
"363","LEI",2,1,10,5,3,0,0,15,3,253,1,5,2,0,0.4,"20181226","MCI",1,"LEIvMCI20181226","home",1,3,0.2,0.4,1,126.5,2.5,Inf,1,19,"LEI-19","MCI-19",28,2,24,7,3,-4,0,1,-1.33333333333333,3,0,0,4,15,3
"364","MCI",1,1,11,4,3,0,0,47,7,569,3,8,2,1,0.6,"20181226","LEI",2,"LEIvMCI20181226","away",0,0,0.0909090909090909,0.25,0,569,4,8,-1,19,"MCI-19","LEI-19",44,36,51,3,7,4,0,0,Inf,0,3,0,14,8,4
"365","LIV",4,2,16,8,2,1,1,38,10,659,1,7,0,0,0.67,"20181226","NEW",0,"LIVvNEW20181226","home",1,3,0.25,0.5,2,164.75,Inf,Inf,4,19,"LIV-19","NEW-19",51,36,43,1,15,14,0,0,4.66666666666667,3,3,3,10,6,8
"366","NEW",0,0,6,2,4,0,0,15,2,172,1,9,0,0,0.33,"20181226","LIV",4,"LIVvNEW20181226","away",0,0,0,0,0,Inf,Inf,Inf,-4,19,"NEW-19","LIV-19",17,-12,14,15,1,-14,0,1,-Inf,1,3,0,20,19,10
"367","MUN",3,2,16,10,1,0,0,16,5,561,1,9,1,0,0.6,"20181226","HUD",1,"MUNvHUD20181226","home",1,3,0.1875,0.3,1,187,9,Inf,2,19,"MUN-19","HUD-19",32,6,37,6,20,14,0,0,4.66666666666667,3,0,3,17,1,20
"368","HUD",1,1,10,2,7,0,0,23,3,288,4,13,1,0,0.4,"20181226","MUN",3,"MUNvHUD20181226","away",0,0,0.1,0.5,0,288,13,Inf,-2,19,"HUD-19","MUN-19",10,-22,12,20,6,-14,0,1,-Inf,0,0,0,16,14,5
"369","TOT",5,4,10,7,4,0,0,12,3,547,1,4,2,0,0.59,"20181226","BOU",0,"TOTvBOU20181226","home",1,3,0.5,0.714285714285714,1,109.4,2,Inf,5,19,"TOT-19","BOU-19",45,24,42,2,12,10,0,0,3.33333333333333,3,3,3,11,18,9
